"","title","english","authors","doi","date","year","peer.reviewed","preprint","no_peerreview","quality_control","standard_procedure","preliminary","comments_ra"
"91","BIG DATA e a Informação Pública na Tomada de Decisão
","0","Francisco Paletta, Rafael da Conceição","10.31219/osf.io/7nxwr","05.06.","2020","1","0","0","0","0","0","peer-review doi"
"92","Digital Emotion Contagion
","1","Amit Goldenberg, James Gross","10.31219/osf.io/53bdu","05.06.","2020","2","0","0","0","0","0",""
"93","Applications of Satellite Remote Sensing for Archaeological Survey: A Case Study from the Sinis Archaeological Project, Sardinia
","1","Daniel Plekhov, Linda Gosner, Alexander Smith, Jessica Nowlin","10.31219/osf.io/ugn7v","05.06.","2020","1","0","0","0","0","0","peer-review doi"
"94","Hackers of Port-Royal : various philosophers and mathematicians of that institution.
","1","Camille Akmut","10.31219/osf.io/v6h87","05.06.","2020","0","0","0","0","0","0",""
"95","Mean Comparisons of Many Groups in the Presence of DIF: An Evaluation of Linking and Concurrent Scaling Approaches","1","Alexander Robitzsch, Oliver Lüdtke","10.31219/osf.io/ce5sq","05.06.","2020","0","2","3","0","0","0",""
"96","COVID19 Research for the English-Speaking World: Health Communication During a Pandemic
","1","Zehra Taskin, Guleda Dogan, Emanuel Kulczycki, Alesia Ann Zuccala","10.31219/osf.io/pr37c","05.06.","2020","0","0","0","0","0","0",""
"97","Rule-based generalization of threat without similarity
","1","Lars Marstaller, Rizah Al-Jiboury, Andrew Kemp, Simon Dymond","10.31219/osf.io/kfv3j","05.06.","2020","0","2","3","0","0","0",""
"98","Pemimpin dan Kepemimpinan Kristen
","0","Purnama Pasande","10.31219/osf.io/czydf","05.06.","2020","0","0","0","0","0","0",""
"99","Resensi Teologi Perjanjian Baru I","0","Nayarpin","10.31219/osf.io/uc37b","05.06.","2020","0","0","0","0","0","0",""
"100","Better safe than sorry: A common signature of general vulnerability for psychopathology","1","Omer Van den Bergh, Jos Brosschot, Hugo Critchley, Julian F. Thayer, Cristina Ottaviani","10.31219/osf.io/8ev4u","05.06.","2020","1","0","0","0","0","0",""
"101","Trung tâm ISR có bài ra mừng 130 năm Ngày sinh Chủ tịch Hồ Chí Minh","0","Toan Ho","10.31219/osf.io/3j4cf","05.06.","2020","0","0","0","0","0","0",""
"102","Does encouraging a belief in determinism increase cheating? Reconsidering the value of believing in free will","1","Thomas Nadelhoffer, Jason Shepard, Damien Crone, Jim Everett, Brian Earp, Neil Levy","10.31219/osf.io/bhpe5","05.06.","2019","1","1","0","0","0","0","This is a prepublication draft only. The final draft is forthcoming in 
Cognition
."
"103","""Earth … without us"": Earthlessness, Autochthoneity and Environmental Risk in Negotiating Mining in Germany","1","Ingmar Lippert","10.31219/osf.io/nvxw8","05.06.","2020","0","2","0","0","0","1",""
"104","Human Listeners’ Perception of Behavioural Context and Core Affect Dimensions in Chimpanzee Vocalisations","1","Roza Kamiloglu, Katie Slocombe, Daniel Haun, Disa Sauter","10.31219/osf.io/928ag","05.06.","2020","1","0","0","0","0","0",""
"105","Prospective Economic Costs Undermine Expectations of Social Distancing","1","Eric Merkley, Peter John Loewen","10.31219/osf.io/yht9v","05.06.","2020","0","0","0","0","0","0",""
"106","MAKALAH PJOK NARKOBA","0","Fathi Najmi","10.31219/osf.io/em7gw","05.06.","2020","0","0","0","0","0","0",""
"107","Americans' perceptions of privacy and surveillance in the COVID-19 Pandemic","1","Baobao Zhang, Sarah Kreps, Nina McMurry ","10.31219/osf.io/9wz3y","05.06.","2020","0","1","0","0","0","1","This is a working paper. We will expand this paper as we conduct additional da"
"108","Certainty of fertility preferences among Dutch women","1","Gert Stulp","10.31219/osf.io/gacz5","05.06.","2020","0","2","3","0","0","0",""
"109","The verifiability approach to deception detection: A Preregistered direct replication of the information protocol condition of Nahari, Vrij, and Fisher (2014)","1","Bruno Verschuere, Manon Schutte, Sharon van Opzeeland, Ilona Kool","10.31219/osf.io/v5e3u","05.06.","2020","0","1","0","0","0","0","working paper"
"110","Visual perception grounding of social cognition in preverbal infants","1","Liuba Papeo, Nicolas Goupil, Jean-Rémy Hochmann","10.31219/osf.io/v7y9x","05.06.","2020","0","0","0","0","0","0",""
"111","Market shocks and professionals' investment behavior – Evidence from the COVID-19 crash","1","Christoph Huber, Juergen Huber, Michael Kirchler","10.31219/osf.io/fgxpb","05.06.","2020","0","0","0","0","0","0",""
"112","Process account of curiosity and interest: A reward-learning perspective","1","Kou Murayama, Lily FitzGibbon, Michiko Sakaki","10.31219/osf.io/hbcz5","05.06.","2018","1","0","0","0","0","0","peer-review doi"
"113","Covid-19 and “Immune Boosting” on the Internet: A Content Analysis of Google Search Results
","1","Christen Rachul, Alessandro Marcon, Benjamin Collins, Timothy Caulfield","10.31219/osf.io/q9m4s","05.06.","2020","0","1","1","0","0","0","working paper"
"114","Nature and Logic","1","William Icefield","10.31219/osf.io/btg7q","05.06.","2020","0","0","0","0","0","0",""
"115","Training and Supervising Lay-providers in Low-income Settings: A Mixed-methods Study of Task-sharing from the Shamiri Randomized Controlled Trial
","1","Katherine Venturo-Conerly, Elizabeth Roe, Akash Wasil, Tom Osborn","10.31219/osf.io/bqznm","05.06.","2020","0","0","0","0","0","0",""
"116","Understanding the forbidden fruit effect: people's desire to see what is forbidden and unavailable","1","Lily FitzGibbon, Cansu Ogulmus, Greta Fastrich, Johnny Lau, Sumeyye Aslan, Lorella Lepore, Kou Murayama","10.31219/osf.io/ndpwt","05.06.","2020","0","0","0","0","0","0",""
"117","Orphan drug policy
","1","Roshani goel","10.31219/osf.io/j2fwh","05.06.","2020","0","0","0","0","0","0",""
"118","Đánh giá sự hài lòng của doanh nghiệp đối với chất lượng dịch vụ hải quan điện tử tại cục hải quan TP.HCM
","0","Dao Huan, Dao Tung","10.31219/osf.io/ryvxn","05.06.","2020","0","0","0","0","0","0",""
"119","Tác động của TPP đối với ngành chăn nuôi Việt Nam
","0","Dao Tung","10.31219/osf.io/5yp8f","05.06.","2020","0","0","0","0","0","0",""
"120","Đánh giá mức độ hài lòng và các yếu tố tác động đến sự hài lòng của người lao động tại HUFLIT
","0","Dao Huan, Bui Nhat Vuong, Dao Tung","10.31219/osf.io/4y8xs","05.06.","2020","0","0","0","0","0","0",""
"121","Exploring Interaction Design Considerations for Trustworthy Language-Capable Robotic Wheelchairs in Virtual Reality","1","Nicholas Woodward, Teresa Nguyen, Lixiao Zhu, Carter Fowler, Taewoo Kim, Stacia Near, Stephen Thoemmes, Thomas Williams","10.31219/osf.io/5ra67","05.06.","2020","0","0","0","0","0","0",""
"122","Not lost in translation: Successfully replicating Prospect Theory in 19 countries","1","Kai Ruggeri, Sonia Alí, Mari Berge, Giulia Bertoldo, Anna Cortijos-Bernabeu, Ludvig Bjørndal, Clair Davison, Emir Demić, Celia Esteban Serna, Maja Friedemann, Shannon Gibson, Hannes Jarke, Ralitsa Karakasheva, Peggah Khorrami, Jakob Kveder, Thomas Andersen, Ingvild Lofthus, Lucy McGil, lAna Nieto, Jacobo Pérez, Sahana Quail, Charlotte Rutherford, Felice Tavera, Nastja Tomat, Chiara Van Reyn, Bojana Većkalov, Jane Wang, Aleksandra Yosifova, Francesca Papa, Enrico Rubaltelli, Sander van der Linden, Tomas Folke","10.31219/osf.io/2nyd6","05.06.","2020","1","0","0","0","0","0","peer-review doi"
"123","Simple Guidelines for Authors: Open Journal of Mathematics and Physics","1","Matheus Lobo","10.31219/osf.io/fk836","05.06.","2019","1","0","0","0","0","0","gibt an dass es eine most updated version of this paper unter einer anderen doi gibt"
"124","Flat-Smacked! Converting to Flat Eartherism","1","Alex Olshansky, Robert Peaslee, Asheley Landrum","10.31219/osf.io/qpnjm","05.06.","2020","1","0","0","0","0","0",""
"125","Third-person Perceptions and Calls for Censorship of Flat Earth Videos on YouTube
","1","Asheley Landrum, Alex Olshansky","10.31219/osf.io/cm83a","05.06.","2020","2","0","0","0","0","0",""
"126","Coronaviruses and the Chemical Senses: Past, Present, and Future","1","Robert Pellegrino, Keiland Cooper, Antonella Di Pizio, Paule Joseph, Surabhi Bhutani, Valentina Parma","10.31219/osf.io/ejv8y","05.06.","2020","2","0","0","0","0","0",""
"127","Basics of modern monetary economics
","1","William Icefield","10.31219/osf.io/kg6rt","05.06.","2019","0","0","0","0","0","0","Paper besteht nur aus einer Seite, welche keine Informationen enthält"
"128","Vulnerability and public space governance in the post-covid city
","1","Vrushti Mawani","10.31219/osf.io/aj9bz","05.06.","2020","0","0","0","0","0","0",""
"129","Urang Banjar: Asal-Usul dan Identitasnya","0","Ahmad Harisuddin","10.31219/osf.io/h95av","05.06.","2020","0","0","0","0","0","0",""
"130","Computers and philosophy. A proof of infinity in the XVII th century.","1","Camille Akmut","10.31219/osf.io/ewhvr","05.06.","2020","0","0","0","0","0","0",""
"131","An intervention to reduce alcohol use and improve
 family engagement for fathers in low-resource settings: Development and
 feasibility testing in Kenya","1","Ali Giusto, David Ayuku, Eve Puffer","10.31219/osf.io/wbyct","05.06.","2020","0","0","0","0","0","0",""
"132","Bridging the gap between the lab and the 
classroom: An online citizen science project with teachers aiming at 
improving inhibitory control of school-age children.","1","Grégoire Borst","10.31219/osf.io/u8qkz","05.06.","2020","0","1","1","0","0","0",""
"133","The Effectiveness and Acceptability of 
Empirically-Supported Treatments in Gender Minority Youths Across Four 
Randomized Controlled Trials","1","Nathan Hollinsaid, John R. Weisz, Bruce F. Chorpita, Hilary E. Skov, Maggi Price","10.31219/osf.io/avsk2","05.06.","2020","0","0","0","0","0","0",""
"134","How does social evaluation influence hot and cool inhibitory control in adolescence?","1","Mathieu Cassotti","10.31219/osf.io/gvbpm","05.06.","2020","0","0","0","0","0","0",""
"135","Critique, and self-critique. (On a theory about Pascal)","1","Camille Akmut","10.31219/osf.io/cpwdg","05.06.","2020","0","0","0","0","0","0","scan"
"136","PENGEMBANGAN DAYA TARIK WISATA DI DESA CANDIREJO, KABUPATEN MAGELANG","0","Janne Hillary","10.31219/osf.io/gx46m","05.06.","2020","0","0","0","0","0","0",""
"137","POSITION STATEMENT: Managing Wildlife Trade in the Context of Covid-19 and Future Zoonotic Pandemics","1","Oxford Martin Programme on the Illegal Wildlife TradeInterdisciplinary Centre for Conservation Science","10.31219/osf.io/r5w46","05.06.","2020","0","0","0","0","0","0",""
"138","A new fair democracy inspired by Delegated Proof of Stake algorithm","1","Amiya Behera","10.31219/osf.io/82mpk","05.06.","2020","0","0","0","0","0","0",""
"139","Domestic Service Corps™","1","Dennis Barbour","10.31219/osf.io/524sb","05.06.","2020","0","0","0","0","0","0",""
"140","Happiness in the world? (Pascal before Port-Royal)","1","Camille Akmut","10.31219/osf.io/k2eub","05.06.","2020","0","0","0","0","0","0",""
"141","PRINSIP - PRINSIP DALAM BERKELUARGA","0","Susilo Susanto","10.31219/osf.io/5fhdg","05.06.","2020","0","0","0","0","0","0",""
"142","Tinjauan Teologis Fenomena Pentakosta Ke 3
","0","Otieli Harefa","10.31219/osf.io/qp2vu","05.06.","2020","0","0","0","0","0","0",""
"143","Father's Legacy
","1","Susilo Susanto","10.31219/osf.io/qc723","05.06.","2020","0","0","0","0","0","0",""
"144","Konsep Kurikulum Pembinaan Warga Gereja Khususnya Bagi Remaja
","0","rita evimalinda","10.31219/osf.io/re8yc","05.06.","2020","0","0","0","0","0","0",""
"145","Mission Driven Prayer
","1","Fredy Simanjuntak","10.31219/osf.io/znef2","05.06.","2020","0","0","0","0","0","0",""
"146","KONSEP PEPERANGAN ROHANI BERDASARKAN PERJANJIAN BARU DAN IMPLEMENTASINYA DALAM KEHIDUPAN ORANG PERCAYA MASA KINI","0","Susilo Susanto","10.31219/osf.io/d8su5","05.06.","2020","0","0","0","0","0","0",""
"147","Improving motivating styles to promote physical activity: Teachers’ experiences in using motivational interaction
","1","Elina Renko, Anja Koski-Jännes, Pilvikki AbsetzTaru Lintunen, Nelli Hankonen","10.31219/osf.io/2mnfx","05.06.","2018","0","0","0","0","0","0",""
"148","Syncritism in Pentecost-Charismatic Movement","1","Fredy Simanjuntak","10.31219/osf.io/wzps9","05.06.","2020","0","0","0","0","0","0",""
"149","Anti-intellectualism and Information Preferences during the COVID-19 Pandemic","1","Eric Merkley, Peter John LoewenTaylor Owen, Derek Ruths","10.31219/osf.io/agm57","05.06.","2020","0","0","0","0","0","0",""
"150","Demographic, Health and Mental Health Predictors of Face Mask Wearing in the UK Population During the COVID-19 Lockdown Period.","1","Mark Shevlin,Orla McBride, Jamie Murphy, Jilly Gibson Miller, Todd Hartman, Liat Levita, Liam Mason, Anton Martinez, Ryan McKay, Thomas Stockskate bennett, Philip Hyland, Richard Bentall","10.31219/osf.io/mhj59","05.06.","2020","0","1","1","0","0","0","working draft"
"151","Following Doctors’ Advice: Explaining the Issuance of Stay-at-Home Orders Related to the Coronavirus Disease 2019 (COVID-19) by U.S. Governors","1","Gregg Murray, Susan Murray","10.31219/osf.io/92ay6","05.06.","2020","0","1","1","0","1","0","draft/manuscript: This manuscript has not been validated by formal peer review"
"152","Refining the ML/DL Argument for the SensorAble Project
","1","DAVID RUTTENBERG","10.31219/osf.io/nrtz9","05.06.","2020","0","1","0","0","0","0","draft"
"153","Social Media Contexts Moderate Perceptions of Animals
","1","Elizabeth Riddle, Jill MacKay","10.31219/osf.io/ghx2s","05.06.","2020","1","0","0","0","0","0","peer-review doi"
"154","Blank
","1","Dao Tung","10.31219/osf.io/ae7bw","05.06.","2020","0","0","0","0","0","0","Blanke Seite!! - keine Informationen"
"155","Automation, Occupational Earnings Trends, and the Moderating Role of Organized Labor","1","Zachary Parolin","10.31219/osf.io/ejx4p","05.06.","2020","1","0","0","0","0","0","peer-review doi"
"156","KEMAMPUAN KERJA PEGAWAI SEKRETARIAT DAERAH KABUPATEN BARRU","0","Anirwan","10.31219/osf.io/82zv7","05.06.","2020","0","0","0","0","0","0",""
"157","Ilmu Budaya Dasar
","0","Purnama Pasande, Stenly Paparang","10.31219/osf.io/75xv2","05.06.","2020","0","0","0","0","0","0",""
"158","Adult Retrospective Reports of Externalizing Behavior: Distinct Dimensions and Key Associations for Past Conduct Disorder Ratings
","1","Kasey Stanton","10.31219/osf.io/5sgqw","05.06.","2019","1","1","0","0","0","0","wurde akzeptiert jedoch : This manuscript version does not represent the final published article version "
"159","Examining the Item-Level Structure of the Triarchic Psychopathy Measure: Sharpening Assessment of Psychopathy Constructs","1","Kasey Stanton","10.31219/osf.io/btcy3","05.06.","2019","1","1","0","0","0","0","wurde akzeptiert jedoch : This manuscript version does not represent the final published article version "
"160","Crosslinguistic influence and L2 grammar learning: Close replications of Ellis & Sagarra (2011) and Tolentino & Tokowicz (2014)","1","Kevin McManus","10.31219/osf.io/yxzmh","05.06.","2020","1","2","0","0","0","0","preprint version, accepted for publication"
"161","Pandemic Balancing Acts: Early COVID-19 lockdown changes how Germans trade off lives and weigh constitutional powers","1","Markus Tepe, Pieter Vanhuysse, Michael Jankowski, Christina-Marie Juen, Florian Erlbruch","10.31219/osf.io/geu52","05.06.","2020","0","0","0","0","0","0",""
"162","Predicting Change in Middle School Students’ Leisure-Time Physical Activity Participation: A Prospective Test of the Trans-Contextual Model","1","Juho Polet, Taru Lintunen, Jekaterina Schneider, Martin Hagger","10.31219/osf.io/y2rfj","05.06.","2020","0","2","1","0","0","0",""
"163","""Threatening Others"": National Identity and Group Threats Predict Immigration Policy
","1","Ludwin Molina, Justin Preddie","10.31219/osf.io/uwab2","05.06.","2020","0","0","0","0","0","0",""
"164","Children’s developing capacity to calibrate verbal testimony with observed evidence when learning causal relations","1","Niamh Mcloughlin, Zoe Finiasz, Dave M. Sobel, Kathleen H. Corriveau","10.31219/osf.io/zuqwm","05.06.","2020","0","0","0","0","0","0",""
"165","Tracking Stress, Mental Health and Resilience  Factors in Medical Students, Before, During and After a Stress-Inducing Exam Period: Protocol and Proof of Principle Analyses for the RESIST Cohort-Study","1","Jessica Fritz, Jan Stochl, Rogier Kievit, Anne-Laura Van Harmelen, Paul Wilkinson","10.31219/osf.io/mt346","18.06","2020","0","2","1","0","0","0",""
"166","PENGGEMBALAAN ORANG TUA MILENIAL","0","Joni Gultom","10.31219/osf.io/pdjf3","18.06","2020","0","0","0","0","0","0",""
"167","Misinformation on the Facebook News Feed: Experimental Evidence","1","Ethan Porter, Thomas Wood","10.31219/osf.io/r3mvw","18.06","2020","0","0","0","0","0","0",""
"168","Impact of COVID-19 on public mental health and the buffering effect of sense of coherence","1","Sarah Schäfer, Roxanne Sopp, Christian Schanz, Marlene Staginnus, Anja Göritz, Tanja Michael","10.31219/osf.io/4ptfz","18.06","2020","0","2","1","0","0","0",""
"169","A simple and easy method for power analysis in mixed-effects modelling with nested data:  Just a t value often suffices","1","Kou Murayama, Satoshi Usami, Michiko Sakaki","10.31219/osf.io/6cer3","18.06","2020","0","0","0","0","0","0",""
"170","I’m still standing: A machine learning analysis of risk and protective factors of suicidal thoughts and behaviors in college students","1","Namik Kirlic, Elisabeth Akeman, Danielle DeVille, Henry Yeh, Kelly Cosgrove, Timothy McDermott, James Touthang, Ashley Clausen, Martin Paulus, Robin Aupperle","10.31219/osf.io/zx352","18.06","2020","0","0","0","0","0","0",""
"171","Wyzwania i zagrożenia pracy w NGO i nieformalnych ruchach społecznych. Raport z badania","0","Marzena Cypryanska","10.31219/osf.io/4yzng","18.06","2020","0","0","0","0","0","0",""
"172","Are we breaking bubbles as we move? Exploring the relationship between urban mobility and segregation","1","Souneil Park, Taylor Oshan, Alessandro Finamore, Abdallah Ali","10.31219/osf.io/2ubzn","18.06","2020","1","0","0","0","0","0","Vol. 1, No. 1, Article . Publication date: May "
"173","Implicit conditioning of faces via the social regulation of emotion: ERP evidence of early attentional biases for security conditioned faces.","1","Lane Beckes, James P. Morris, James Coan","10.31219/osf.io/2shcv","18.06","2020","1","0","0","0","0","0","peer-review doi"
"174","Developing flexibility in solving arithmetic word problems:  comparing strategies through semantic analysis.","1","scheibling Emmanuel Sander Elena Pasquinelli ","10.31219/osf.io/fs6x2","18.06","2020","0","0","0","0","0","0",""
"175","Communication on COVID-19 to community – measures to prevent a second wave of epidemic","1","Boris Bikbov, Alexander Bikbov","10.31219/osf.io/ea9jm","18.06","2020","0","2","0","0","0","0",""
"176","Journal of the History of Economic Thought  Preprints – Jewish social science and the analysis of Jewish statistics in the early 20th century","1","Nicolas Vallois","10.31219/osf.io/smyzr","18.06","2020","2","0","0","0","0","0",""
"177","Barriers and Facilitators of Adherence to Social 
Distancing Recommendations among a Large International Sample of Adults 
Recruited in April 2020","1","Adina Coroiu, Chelsea Moran, Tavis Campbell, Alan C. Geller","10.31219/osf.io/62g7z","18.06","2020","0","0","0","0","0","0",""
"178","Pendidikan kkesehatan tentang covid-19","0","Nala purba","10.31219/osf.io/vceyq","18.06","2020","0","0","0","0","0","0",""
"179","Entropy: First as Chaos then as Order","1","Suvidh khasgiwala","10.31219/osf.io/hm5qe","18.06","2019","0","0","0","0","0","0",""
"180","Social Allostasis and Social Allostatic Load: A New Model for Research in Social Dynamics, Stress, and Health","1","Darby Saxbe, Lane Beckes, Sarah Stoycos, James Coan","10.31219/osf.io/7psxz","18.06","2020","1","0","0","0","0","0",""
"181","Desperately Seeking Support: Negative Reinforcement Schedules in the Formation of Adult Attachment Associations","1","Lane Beckes","10.31219/osf.io/7sujx","18.06","2020","1","0","0","0","0","0",""
"182","Strategi Isi Pesan Kemasan dalam Mengomunikasikan Posisi Merek  (Studi Mengenai Kemasan “Fruit Gum Blueberry"" dari LOTTE)","0","Novida irawan","10.31219/osf.io/bxmfy","18.06","2020","0","0","0","0","0","0",""
"183","Scientific Tags","1","Matheus Lobo","10.31219/osf.io/tahx5","18.06","2020","1","0","0","0","0","0",""
"184","PERAN GEREJA DALAM PENGEMBANGAN PROGRAM KEWIRAUSAHAAN DI ERA DIGITAL","0","Purnama Pasande, Ezra Tari","10.31219/osf.io/ahf65","18.06","2020","0","0","0","0","0","0",""
"185","Trust in science and experts during the COVID-19 outbreak in Italy","1","Pietro Battiston, Ridhi Kashyap, Valentina Rotondi","10.31219/osf.io/twuhj","18.06","2020","0","0","0","0","0","0",""
"186","LGBTQ+ people report twice as much physical pain but significantly more social support than cisgender heterosexual people","1","Sarah Beth Bell, Simran Nanda, Rachel Farr","10.31219/osf.io/cau23","18.06","2020","0","0","0","0","0","0",""
"187","Which Emotion Regulation Strategies are Most Associated with Trait Emotion Dysregulation? A Transdiagnostic Approach","1","Alexander Daros, Anthony Ruocco","10.31219/osf.io/8dbh4","18.06","2020","0","0","0","0","0","0",""
